maintenance_id,date_logged,vehicle_id,fault_type,severity,days_from_first_signal_to_detection,downtime_hours,cost_gbp
M01295,2026-03-26,V0167,EngineFault,Critical,3,73,3681
M01296,2026-03-26,V0249,EngineFault,Medium,11,10,591
M01297,2026-03-26,V0223,BrakeIssue,Medium,12,12,491
M01298,2026-03-26,V0309,EngineFault,High,3,26,1374
M01299,2026-03-26,V0388,TyreWear,Low,5,3,239
M01300,2026-03-26,V0356,BatteryDegradation,Medium,7,13,480
M01301,2026-03-26,V0235,SensorMalfunction,Critical,3,75,3898
M01302,2026-03-26,V0320,SensorMalfunction,Medium,9,8,586
M01303,2026-03-26,V0377,TyreWear,Medium,2,9,601
M01304,2026-03-26,V0185,BrakeIssue,High,4,24,1272
M01305,2026-03-26,V0384,SensorMalfunction,High,1,28,1510
M01306,2026-03-26,V0131,BrakeIssue,Medium,10,12,683
M01307,2026-03-26,V0191,BrakeIssue,Medium,6,12,388
M01308,2026-03-26,V0381,BatteryDegradation,Medium,6,13,418
M01309,2026-03-26,V0253,EngineFault,Low,8,7,272
M01310,2026-03-26,V0195,BodyDamage,High,2,27,1359
M01311,2026-03-26,V0335,BodyDamage,High,2,25,1498
M01312,2026-03-26,V0334,SensorMalfunction,Medium,9,8,704
M01313,2026-03-26,V0169,EngineFault,Low,10,6,148
M01314,2026-03-26,V0298,SensorMalfunction,Low,12,6,264
M01315,2026-03-26,V0088,SensorMalfunction,Medium,12,10,459
M01316,2026-03-26,V0322,BrakeIssue,Medium,6,8,529
M01317,2026-03-26,V0093,BatteryDegradation,Medium,10,11,733
M01318,2026-03-26,V0231,BatteryDegradation,Low,5,6,410
M01319,2026-03-26,V0295,BatteryDegradation,Critical,4,74,3556
M01320,2026-03-26,V0354,TyreWear,Low,13,4,404
M01321,2026-03-26,V0028,BodyDamage,Low,7,5,211
M01322,2026-03-26,V0046,TyreWear,Low,5,7,111
M01323,2026-03-27,V0309,BodyDamage,Low,3,6,306
M01324,2026-03-27,V0068,EngineFault,Critical,4,72,3615
M01325,2026-03-27,V0025,BrakeIssue,Medium,7,13,436
M01326,2026-03-27,V0159,BodyDamage,Low,5,3,185
M01327,2026-03-27,V0170,BrakeIssue,Critical,2,77,3828
M01328,2026-03-27,V0385,BatteryDegradation,Low,16,6,415
M01329,2026-03-27,V0195,BrakeIssue,Medium,5,11,728
M01330,2026-03-27,V0133,EngineFault,Critical,3,74,3755
M01331,2026-03-27,V0189,BrakeIssue,Low,8,6,408
M01332,2026-03-27,V0114,BodyDamage,Medium,8,8,689
M01333,2026-03-27,V0311,SensorMalfunction,Medium,6,9,565
M01334,2026-03-27,V0066,EngineFault,Medium,10,11,444
M01335,2026-03-27,V0062,EngineFault,High,3,26,1386
M01336,2026-03-27,V0101,BodyDamage,Critical,2,74,3674
M01337,2026-03-27,V0119,EngineFault,Low,7,3,324
M01338,2026-03-27,V0152,EngineFault,Medium,6,12,432
M01339,2026-03-27,V0209,EngineFault,Low,8,3,379
M01340,2026-03-27,V0213,TyreWear,Critical,2,76,3575
M01341,2026-03-27,V0394,TyreWear,Medium,3,10,685
M01342,2026-03-27,V0393,BrakeIssue,Medium,9,12,724
M01343,2026-03-27,V0262,BatteryDegradation,Low,10,4,352
M01344,2026-03-27,V0327,TyreWear,High,0,24,1381
M01345,2026-03-27,V0271,BodyDamage,Medium,11,12,483
M01346,2026-03-28,V0195,BrakeIssue,Low,5,7,473
M01347,2026-03-28,V0217,BatteryDegradation,Low,10,6,236
M01348,2026-03-28,V0222,BatteryDegradation,Medium,11,12,380
M01349,2026-03-28,V0050,TyreWear,Medium,8,9,525
M01350,2026-03-28,V0379,BrakeIssue,Critical,3,77,3644
M01351,2026-03-28,V0091,SensorMalfunction,Medium,10,11,609
M01352,2026-03-28,V0187,SensorMalfunction,Low,10,2,450
M01353,2026-03-28,V0296,BodyDamage,High,2,27,1214
M01354,2026-03-28,V0106,BodyDamage,High,3,27,1570
M01355,2026-03-28,V0352,BodyDamage,High,1,28,1352
M01356,2026-03-28,V0110,TyreWear,Critical,2,72,3662
M01357,2026-03-28,V0210,BrakeIssue,Critical,4,73,3717
M01358,2026-03-28,V0369,BatteryDegradation,Medium,9,9,638
M01359,2026-03-28,V0259,SensorMalfunction,Medium,5,11,388
M01360,2026-03-28,V0078,SensorMalfunction,Medium,10,11,375
M01361,2026-03-28,V0393,BatteryDegradation,Low,1,2,324
M01362,2026-03-28,V0273,BatteryDegradation,High,1,24,1374
M01363,2026-03-28,V0093,BatteryDegradation,Critical,1,76,3551
M01364,2026-03-28,V0217,TyreWear,Low,5,3,119
M01365,2026-03-28,V0295,TyreWear,Low,10,4,100
M01366,2026-03-28,V0213,BatteryDegradation,Low,7,2,223
M01367,2026-03-28,V0283,TyreWear,Critical,3,72,3667
M01368,2026-03-28,V0108,EngineFault,Low,12,5,124
M01369,2026-03-28,V0004,BrakeIssue,Medium,9,13,508
M01370,2026-03-28,V0138,TyreWear,Low,11,4,382
M01371,2026-03-28,V0211,SensorMalfunction,Low,7,4,385
M01372,2026-03-28,V0173,EngineFault,High,4,26,1477
M01373,2026-03-29,V0146,TyreWear,Low,9,3,111
M01374,2026-03-29,V0389,TyreWear,Low,11,7,263
M01375,2026-03-29,V0306,BrakeIssue,High,3,25,1537
M01376,2026-03-29,V0196,BatteryDegradation,Medium,7,13,639
M01377,2026-03-29,V0092,TyreWear,Medium,8,10,599
M01378,2026-03-29,V0032,SensorMalfunction,Low,8,5,460
M01379,2026-03-29,V0035,BodyDamage,Low,4,2,421
M01380,2026-03-29,V0300,SensorMalfunction,Low,10,5,98
M01381,2026-03-29,V0235,BodyDamage,Critical,2,73,3624
M01382,2026-03-29,V0391,BatteryDegradation,Low,9,6,160
M01383,2026-03-29,V0101,BrakeIssue,Medium,9,13,716
M01384,2026-03-29,V0090,TyreWear,Medium,8,13,692
M01385,2026-03-29,V0301,BatteryDegradation,Medium,8,10,589
M01386,2026-03-29,V0232,BodyDamage,Medium,10,9,596
M01387,2026-03-29,V0259,BrakeIssue,Low,7,2,300
M01388,2026-03-29,V0326,BatteryDegradation,Medium,5,10,479
M01389,2026-03-29,V0265,SensorMalfunction,High,2,27,1595
M01390,2026-03-29,V0191,EngineFault,Medium,7,11,411
M01391,2026-03-29,V0373,SensorMalfunction,Medium,6,13,653
M01392,2026-03-29,V0095,EngineFault,High,2,25,1265
M01393,2026-03-29,V0104,BatteryDegradation,Low,7,2,441
M01394,2026-03-29,V0079,BatteryDegradation,Critical,3,77,3720
M01395,2026-03-29,V0031,BrakeIssue,Critical,3,73,3741
M01396,2026-03-29,V0220,BatteryDegradation,High,3,26,1381
M01397,2026-03-29,V0110,TyreWear,Low,10,5,430
M01398,2026-03-29,V0129,EngineFault,Medium,10,8,632
M01399,2026-03-29,V0349,TyreWear,Medium,8,11,460
M01400,2026-03-29,V0349,TyreWear,Low,5,3,152
M01401,2026-03-29,V0214,BodyDamage,Critical,4,72,3895
M01402,2026-03-29,V0349,TyreWear,Medium,9,10,720
M01403,2026-03-29,V0389,BrakeIssue,Medium,6,9,579
M01404,2026-03-29,V0212,SensorMalfunction,Medium,6,13,671
M01405,2026-03-29,V0330,BodyDamage,High,3,28,1304
M01406,2026-03-30,V0328,TyreWear,Low,6,7,129
M01407,2026-03-30,V0103,BodyDamage,Low,5,7,308
M01408,2026-03-30,V0305,BodyDamage,Medium,5,9,423
M01409,2026-03-30,V0012,BodyDamage,High,3,27,1579
M01410,2026-03-30,V0350,BatteryDegradation,Low,9,2,197
M01411,2026-03-30,V0042,BrakeIssue,Low,9,6,398
M01412,2026-03-30,V0369,BatteryDegradation,Medium,4,10,531
M01413,2026-03-30,V0298,SensorMalfunction,High,3,25,1436
M01414,2026-03-30,V0035,TyreWear,Low,8,2,423
M01415,2026-03-30,V0267,BodyDamage,Low,8,3,165
M01416,2026-03-30,V0101,BatteryDegradation,High,2,27,1553
M01417,2026-03-30,V0094,BrakeIssue,Medium,12,8,579
M01418,2026-03-30,V0344,BrakeIssue,Medium,9,12,400
M01419,2026-03-30,V0142,SensorMalfunction,Low,6,4,460
M01420,2026-03-30,V0184,BodyDamage,High,2,28,1235
M01421,2026-03-30,V0029,SensorMalfunction,Medium,8,12,686
M01422,2026-03-30,V0212,TyreWear,Critical,2,72,3671
M01423,2026-03-30,V0033,SensorMalfunction,Critical,3,77,3541
M01424,2026-03-30,V0037,TyreWear,Low,8,7,375
M01425,2026-03-30,V0237,BrakeIssue,Low,9,2,191
M01426,2026-03-30,V0371,BrakeIssue,Medium,6,11,588
M01427,2026-03-30,V0123,BodyDamage,Low,9,7,460
M01428,2026-03-30,V0051,TyreWear,High,3,25,1341
M01429,2026-03-30,V0108,EngineFault,Low,13,4,278
M01430,2026-03-30,V0304,EngineFault,High,3,25,1301
M01431,2026-03-31,V0268,SensorMalfunction,High,2,26,1498
M01432,2026-03-31,V0115,EngineFault,High,4,28,1583
M01433,2026-03-31,V0001,EngineFault,Low,10,7,273
M01434,2026-03-31,V0316,BrakeIssue,Critical,4,74,3606
M01435,2026-03-31,V0035,SensorMalfunction,Low,13,6,412
M01436,2026-03-31,V0301,EngineFault,Critical,2,77,3631
M01437,2026-03-31,V0288,SensorMalfunction,Medium,9,13,665
M01438,2026-03-31,V0206,SensorMalfunction,High,2,25,1423
M01439,2026-03-31,V0175,EngineFault,High,2,26,1258
M01440,2026-03-31,V0278,EngineFault,High,4,26,1480
M01441,2026-03-31,V0079,BodyDamage,Low,15,6,135
M01442,2026-03-31,V0001,BatteryDegradation,High,4,27,1344
M01443,2026-03-31,V0119,BodyDamage,High,3,28,1457
M01444,2026-03-31,V0361,BodyDamage,Low,11,4,378
M01445,2026-03-31,V0333,BrakeIssue,High,2,24,1592
M01446,2026-03-31,V0137,BodyDamage,High,6,24,1427
M01447,2026-03-31,V0059,BrakeIssue,Medium,7,12,510
M01448,2026-03-31,V0400,BatteryDegradation,Medium,10,12,727
M01449,2026-03-31,V0174,TyreWear,Low,9,6,285
M01450,2026-03-31,V0021,BatteryDegradation,Critical,1,72,3507
M01451,2026-03-31,V0087,BodyDamage,High,3,24,1373
M01452,2026-03-31,V0106,BatteryDegradation,Critical,4,72,3563
M01453,2026-03-31,V0316,TyreWear,Low,4,4,316
M01454,2026-03-31,V0160,BatteryDegradation,Medium,3,9,587
M01455,2026-03-31,V0162,BrakeIssue,Medium,5,9,686
M01456,2026-03-31,V0096,SensorMalfunction,Low,11,3,125
M01457,2026-04-01,V0130,EngineFault,Medium,6,10,635
M01458,2026-04-01,V0065,TyreWear,Medium,9,12,729
M01459,2026-04-01,V0145,TyreWear,Medium,5,12,396
M01460,2026-04-01,V0192,TyreWear,Medium,8,11,367
M01461,2026-04-01,V0111,TyreWear,Low,5,2,448
M01462,2026-04-01,V0213,BatteryDegradation,Medium,4,11,714
M01463,2026-04-01,V0178,EngineFault,Low,6,2,274
M01464,2026-04-01,V0236,EngineFault,High,1,27,1373
M01465,2026-04-01,V0140,SensorMalfunction,Medium,8,12,611
M01466,2026-04-01,V0227,EngineFault,Medium,8,10,740
M01467,2026-04-01,V0153,EngineFault,Medium,9,9,736
M01468,2026-04-01,V0051,EngineFault,Medium,10,8,419
M01469,2026-04-01,V0330,BrakeIssue,Critical,6,76,3897
M01470,2026-04-01,V0270,BatteryDegradation,Low,9,3,403
M01471,2026-04-01,V0021,SensorMalfunction,Low,10,6,220
M01472,2026-04-01,V0366,BatteryDegradation,Low,8,7,307
M01473,2026-04-01,V0360,BodyDamage,Low,11,6,222
M01474,2026-04-01,V0211,BodyDamage,Critical,5,73,3883
M01475,2026-04-01,V0127,BrakeIssue,Medium,4,10,395
M01476,2026-04-01,V0224,BrakeIssue,Low,15,4,243
M01477,2026-04-01,V0301,EngineFault,Critical,2,75,3773
M01478,2026-04-01,V0308,SensorMalfunction,Medium,10,8,358
M01479,2026-04-01,V0319,EngineFault,Low,7,4,201
M01480,2026-04-01,V0162,BodyDamage,Medium,11,11,474
M01481,2026-04-01,V0316,BodyDamage,Medium,6,11,420
M01482,2026-04-01,V0061,BodyDamage,Medium,12,13,436
M01483,2026-04-01,V0378,BatteryDegradation,Low,5,2,199
M01484,2026-04-01,V0260,BrakeIssue,Low,5,4,203
M01485,2026-04-01,V0195,SensorMalfunction,Medium,14,11,637
M01486,2026-04-02,V0346,BatteryDegradation,Medium,5,12,660
M01487,2026-04-02,V0199,BatteryDegradation,Critical,3,75,3594
M01488,2026-04-02,V0238,BodyDamage,Low,9,2,304
M01489,2026-04-02,V0149,BodyDamage,Low,12,6,180
M01490,2026-04-02,V0078,SensorMalfunction,Low,3,2,207
M01491,2026-04-02,V0167,EngineFault,Medium,14,11,433
M01492,2026-04-02,V0271,BatteryDegradation,Medium,6,12,703
M01493,2026-04-02,V0114,BodyDamage,High,0,26,1551
M01494,2026-04-02,V0302,EngineFault,High,4,24,1485
M01495,2026-04-02,V0216,EngineFault,Medium,8,8,507
M01496,2026-04-02,V0288,EngineFault,Medium,18,9,574
M01497,2026-04-02,V0274,EngineFault,Medium,7,13,695
M01498,2026-04-02,V0227,BrakeIssue,Low,17,7,413
M01499,2026-04-02,V0111,BrakeIssue,High,0,27,1303
M01500,2026-04-02,V0131,BrakeIssue,Low,5,5,296
M01501,2026-04-02,V0237,TyreWear,Low,6,5,305
M01502,2026-04-02,V0014,BrakeIssue,Low,10,7,84
M01503,2026-04-02,V0170,BrakeIssue,High,2,26,1469
M01504,2026-04-02,V0236,TyreWear,Medium,6,11,520
M01505,2026-04-02,V0213,BatteryDegradation,Critical,5,76,3892
M01506,2026-04-02,V0035,BrakeIssue,Low,8,5,414
M01507,2026-04-02,V0101,EngineFault,Critical,3,76,3522
M01508,2026-04-02,V0221,BatteryDegradation,Medium,5,8,688
M01509,2026-04-02,V0118,TyreWear,Medium,9,9,444
M01510,2026-04-02,V0345,BatteryDegradation,Critical,3,74,3784
M01511,2026-04-02,V0036,EngineFault,High,3,25,1562
M01512,2026-04-02,V0105,EngineFault,Low,12,6,229
M01513,2026-04-02,V0106,BodyDamage,Low,6,2,324
M01514,2026-04-02,V0110,BatteryDegradation,Medium,8,13,378
M01515,2026-04-02,V0216,EngineFault,Critical,3,72,3889
M01516,2026-04-02,V0209,BodyDamage,Critical,2,77,3741
M01517,2026-04-03,V0185,EngineFault,Critical,5,75,3878
M01518,2026-04-03,V0398,BatteryDegradation,High,3,24,1502
M01519,2026-04-03,V0233,BatteryDegradation,Medium,5,11,439
M01520,2026-04-03,V0400,BodyDamage,Medium,8,8,374
M01521,2026-04-03,V0079,BrakeIssue,Low,12,5,215
M01522,2026-04-03,V0259,BrakeIssue,Low,6,4,395
M01523,2026-04-03,V0316,EngineFault,Low,11,6,365
M01524,2026-04-03,V0263,BatteryDegradation,Medium,4,8,507
M01525,2026-04-03,V0252,BatteryDegradation,Critical,2,76,3678
M01526,2026-04-03,V0035,TyreWear,Critical,2,76,3552
M01527,2026-04-03,V0311,BrakeIssue,Critical,5,76,3720
M01528,2026-04-03,V0237,BodyDamage,Medium,9,13,617
M01529,2026-04-03,V0223,BodyDamage,Medium,10,13,711
M01530,2026-04-03,V0200,EngineFault,Low,10,2,440
M01531,2026-04-03,V0175,SensorMalfunction,Critical,4,74,3523
M01532,2026-04-03,V0149,SensorMalfunction,Low,6,2,123
M01533,2026-04-03,V0344,BatteryDegradation,Medium,11,10,710
M01534,2026-04-03,V0099,TyreWear,Low,5,5,100
M01535,2026-04-03,V0066,BrakeIssue,Medium,13,10,601
M01536,2026-04-03,V0174,TyreWear,Medium,13,13,701
M01537,2026-04-03,V0103,BodyDamage,Medium,11,8,740
M01538,2026-04-03,V0397,BodyDamage,Medium,9,8,417
M01539,2026-04-03,V0330,BodyDamage,Low,13,6,121
M01540,2026-04-03,V0231,BodyDamage,High,2,29,1495
M01541,2026-04-03,V0100,BrakeIssue,Low,7,6,402
M01542,2026-04-03,V0124,TyreWear,Medium,7,8,360
M01543,2026-04-03,V0393,BodyDamage,High,6,27,1463
M01544,2026-04-03,V0399,BatteryDegradation,Medium,10,11,440
M01545,2026-04-03,V0161,TyreWear,Medium,11,8,689
M01546,2026-04-03,V0086,BatteryDegradation,Medium,14,12,506
M01547,2026-04-03,V0284,BatteryDegradation,High,3,27,1237
M01548,2026-04-04,V0131,BrakeIssue,Medium,13,10,378
M01549,2026-04-04,V0007,BodyDamage,Critical,5,74,3711
M01550,2026-04-04,V0326,TyreWear,Medium,6,12,668
M01551,2026-04-04,V0039,BodyDamage,Medium,5,9,397
M01552,2026-04-04,V0071,EngineFault,Low,9,2,431
M01553,2026-04-04,V0302,BodyDamage,Critical,1,76,3830
M01554,2026-04-04,V0232,SensorMalfunction,Critical,2,72,3663
M01555,2026-04-04,V0193,BodyDamage,High,5,27,1555
M01556,2026-04-04,V0220,BodyDamage,Medium,12,10,532
M01557,2026-04-04,V0362,SensorMalfunction,Low,10,7,429
M01558,2026-04-04,V0008,EngineFault,Medium,3,13,441
M01559,2026-04-04,V0251,BatteryDegradation,Low,10,6,88
M01560,2026-04-04,V0199,BatteryDegradation,High,4,29,1221
M01561,2026-04-04,V0191,BodyDamage,High,5,26,1308
M01562,2026-04-04,V0258,BatteryDegradation,High,2,28,1387
M01563,2026-04-05,V0189,TyreWear,Low,10,2,123
M01564,2026-04-05,V0001,SensorMalfunction,Medium,6,9,586
M01565,2026-04-05,V0009,BatteryDegradation,Medium,11,9,714
M01566,2026-04-05,V0079,TyreWear,Medium,8,8,513
M01567,2026-04-05,V0065,BatteryDegradation,High,8,24,1298
M01568,2026-04-05,V0242,SensorMalfunction,High,0,24,1348
M01569,2026-04-05,V0160,TyreWear,Low,8,2,258
M01570,2026-04-05,V0158,EngineFault,Low,7,2,230
M01571,2026-04-05,V0196,EngineFault,Medium,11,8,700
M01572,2026-04-05,V0286,BatteryDegradation,Critical,2,76,3557
M01573,2026-04-05,V0035,SensorMalfunction,High,6,29,1542
M01574,2026-04-05,V0081,TyreWear,Critical,2,74,3897
M01575,2026-04-05,V0348,BatteryDegradation,Medium,9,11,652
M01576,2026-04-05,V0260,BrakeIssue,Critical,1,72,3880
M01577,2026-04-05,V0269,BatteryDegradation,High,2,24,1555
M01578,2026-04-05,V0325,SensorMalfunction,Low,6,7,353
M01579,2026-04-05,V0237,BodyDamage,Medium,11,12,386
M01580,2026-04-05,V0201,TyreWear,Low,10,6,269
M01581,2026-04-05,V0320,SensorMalfunction,Low,3,3,288
M01582,2026-04-05,V0101,TyreWear,Low,4,3,317
M01583,2026-04-05,V0316,BrakeIssue,Critical,3,76,3597
M01584,2026-04-05,V0042,TyreWear,Low,8,5,465
M01585,2026-04-05,V0271,EngineFault,Medium,8,12,705
M01586,2026-04-05,V0306,BatteryDegradation,Medium,6,11,468
M01587,2026-04-05,V0280,SensorMalfunction,High,3,27,1340
M01588,2026-04-05,V0212,BrakeIssue,Low,14,7,374
M01589,2026-04-06,V0235,TyreWear,Critical,3,73,3599
M01590,2026-04-06,V0042,SensorMalfunction,Medium,9,13,417
M01591,2026-04-06,V0102,EngineFault,Medium,6,9,479
M01592,2026-04-06,V0095,TyreWear,Medium,10,11,368
M01593,2026-04-06,V0277,TyreWear,Medium,6,11,475
M01594,2026-04-06,V0252,BatteryDegradation,Medium,4,12,662
M01595,2026-04-06,V0386,TyreWear,Medium,8,8,384
M01596,2026-04-06,V0118,BodyDamage,Low,3,6,454
M01597,2026-04-06,V0206,BrakeIssue,Low,9,2,328
M01598,2026-04-06,V0098,TyreWear,Low,4,3,282
M01599,2026-04-06,V0385,BatteryDegradation,Low,7,4,408
M01600,2026-04-06,V0087,TyreWear,Low,7,4,456
M01601,2026-04-06,V0230,BrakeIssue,Low,11,3,208
M01602,2026-04-06,V0133,EngineFault,Medium,6,13,448
M01603,2026-04-06,V0374,BrakeIssue,Medium,9,13,450
M01604,2026-04-06,V0254,BrakeIssue,Medium,7,9,510
M01605,2026-04-06,V0045,TyreWear,Low,13,7,349
M01606,2026-04-06,V0386,BatteryDegradation,Low,6,4,124
M01607,2026-04-06,V0093,BrakeIssue,Low,9,6,342
M01608,2026-04-07,V0233,EngineFault,Low,3,4,319
M01609,2026-04-07,V0392,EngineFault,Medium,5,8,418
M01610,2026-04-07,V0378,EngineFault,Low,9,2,334
M01611,2026-04-07,V0262,EngineFault,Medium,5,10,709
M01612,2026-04-07,V0084,BrakeIssue,Critical,2,75,3889
M01613,2026-04-07,V0351,TyreWear,Low,8,4,473
M01614,2026-04-07,V0311,BodyDamage,Medium,9,9,546
M01615,2026-04-07,V0142,TyreWear,Medium,6,8,734
M01616,2026-04-07,V0138,BrakeIssue,Low,2,6,302
M01617,2026-04-07,V0047,TyreWear,Medium,10,13,397
M01618,2026-04-07,V0056,EngineFault,Low,7,2,422
M01619,2026-04-07,V0035,BatteryDegradation,High,2,29,1583
M01620,2026-04-07,V0142,BodyDamage,Low,8,4,141
M01621,2026-04-07,V0327,BrakeIssue,Critical,1,72,3883
M01622,2026-04-07,V0271,EngineFault,Critical,2,73,3596
M01623,2026-04-07,V0392,TyreWear,Low,13,6,187
M01624,2026-04-07,V0040,BrakeIssue,Low,7,2,265
M01625,2026-04-07,V0376,BodyDamage,Medium,14,8,410
M01626,2026-04-07,V0032,TyreWear,Medium,7,9,535
M01627,2026-04-07,V0291,SensorMalfunction,Critical,6,73,3661
M01628,2026-04-08,V0350,SensorMalfunction,Medium,5,9,530
M01629,2026-04-08,V0224,TyreWear,Low,9,4,232
M01630,2026-04-08,V0003,BrakeIssue,Medium,12,8,652
M01631,2026-04-08,V0112,BodyDamage,Medium,8,11,512
M01632,2026-04-08,V0290,BrakeIssue,Low,7,7,204
M01633,2026-04-08,V0350,BodyDamage,Low,9,5,397
M01634,2026-04-08,V0230,BrakeIssue,Medium,5,10,399
M01635,2026-04-08,V0163,TyreWear,Low,5,6,382
M01636,2026-04-08,V0301,BodyDamage,High,1,29,1268
M01637,2026-04-08,V0009,TyreWear,Low,13,6,234
M01638,2026-04-08,V0011,BrakeIssue,Low,8,4,462
M01639,2026-04-08,V0075,TyreWear,Critical,1,77,3736
M01640,2026-04-08,V0110,EngineFault,Medium,10,13,570
M01641,2026-04-08,V0237,BrakeIssue,Critical,4,76,3618
M01642,2026-04-08,V0010,TyreWear,Critical,6,75,3532
M01643,2026-04-08,V0395,EngineFault,Critical,2,73,3776
M01644,2026-04-08,V0218,EngineFault,Medium,4,11,479
M01645,2026-04-08,V0274,TyreWear,High,3,28,1351
M01646,2026-04-08,V0038,BrakeIssue,Critical,7,76,3576
M01647,2026-04-08,V0132,SensorMalfunction,High,5,27,1214
M01648,2026-04-08,V0163,SensorMalfunction,Medium,4,10,577
M01649,2026-04-08,V0238,BrakeIssue,Medium,8,10,647
M01650,2026-04-08,V0092,TyreWear,High,8,24,1497
M01651,2026-04-08,V0083,TyreWear,Critical,3,75,3599
M01652,2026-04-08,V0070,TyreWear,Medium,4,8,664
M01653,2026-04-08,V0235,BodyDamage,Low,9,4,239
M01654,2026-04-09,V0102,SensorMalfunction,High,8,28,1271
M01655,2026-04-09,V0290,BodyDamage,Low,6,6,196
M01656,2026-04-09,V0063,BrakeIssue,Medium,9,8,559
M01657,2026-04-09,V0294,SensorMalfunction,Low,4,2,358
M01658,2026-04-09,V0132,BatteryDegradation,Medium,5,13,411
M01659,2026-04-09,V0002,TyreWear,Low,12,2,123
M01660,2026-04-09,V0005,BodyDamage,Critical,2,72,3717
M01661,2026-04-09,V0261,BatteryDegradation,Critical,3,72,3626
M01662,2026-04-09,V0029,BrakeIssue,Medium,9,8,682
M01663,2026-04-09,V0108,TyreWear,Low,9,5,376
M01664,2026-04-09,V0293,BrakeIssue,Medium,6,9,483
M01665,2026-04-09,V0376,EngineFault,Medium,9,11,617
M01666,2026-04-09,V0372,BatteryDegradation,Low,6,3,420
M01667,2026-04-09,V0035,BrakeIssue,Medium,11,10,485
M01668,2026-04-09,V0102,BatteryDegradation,Low,10,7,222
M01669,2026-04-09,V0119,TyreWear,Medium,9,10,601
M01670,2026-04-09,V0288,SensorMalfunction,Low,9,4,178
M01671,2026-04-09,V0289,BatteryDegradation,Critical,3,74,3712
M01672,2026-04-09,V0380,BodyDamage,Low,9,2,335
M01673,2026-04-09,V0163,EngineFault,Medium,3,11,371
M01674,2026-04-09,V0023,BrakeIssue,Low,5,6,468
M01675,2026-04-10,V0323,BatteryDegradation,Low,8,5,99
M01676,2026-04-10,V0275,BrakeIssue,Critical,4,77,3869
M01677,2026-04-10,V0236,SensorMalfunction,Low,8,5,353
M01678,2026-04-10,V0217,BodyDamage,High,4,25,1456
M01679,2026-04-10,V0132,TyreWear,Medium,9,12,603
M01680,2026-04-10,V0214,BrakeIssue,Medium,6,11,403
M01681,2026-04-10,V0267,SensorMalfunction,Low,10,4,382
M01682,2026-04-10,V0027,BodyDamage,Low,5,4,453
M01683,2026-04-10,V0168,TyreWear,Low,10,6,381
M01684,2026-04-10,V0242,BrakeIssue,Medium,9,13,516
M01685,2026-04-10,V0348,BrakeIssue,Critical,5,72,3778
M01686,2026-04-10,V0289,TyreWear,Medium,6,10,456
M01687,2026-04-10,V0132,SensorMalfunction,Medium,6,9,520
M01688,2026-04-10,V0096,EngineFault,Medium,9,12,355
M01689,2026-04-10,V0216,SensorMalfunction,Critical,2,75,3646
M01690,2026-04-10,V0332,SensorMalfunction,High,3,25,1546
M01691,2026-04-10,V0291,BodyDamage,Medium,10,10,417
M01692,2026-04-10,V0131,SensorMalfunction,Medium,11,8,397
M01693,2026-04-10,V0284,BodyDamage,Medium,4,9,628
M01694,2026-04-10,V0206,SensorMalfunction,Low,13,3,418
M01695,2026-04-10,V0366,EngineFault,High,3,24,1564
M01696,2026-04-10,V0384,BodyDamage,Medium,5,11,356
M01697,2026-04-10,V0021,BatteryDegradation,Low,6,7,112
M01698,2026-04-10,V0169,BodyDamage,Low,5,4,439
M01699,2026-04-10,V0322,TyreWear,Low,10,7,376
M01700,2026-04-10,V0275,TyreWear,Low,9,5,177
M01701,2026-04-10,V0061,EngineFault,Medium,9,11,573
M01702,2026-04-10,V0217,BodyDamage,High,4,26,1284
M01703,2026-04-10,V0320,EngineFault,Critical,4,73,3731
M01704,2026-04-10,V0052,BatteryDegradation,Low,10,4,197
M01705,2026-04-11,V0028,BatteryDegradation,Medium,4,11,503
M01706,2026-04-11,V0062,BodyDamage,Low,9,6,291
M01707,2026-04-11,V0078,BodyDamage,Medium,6,13,420
M01708,2026-04-11,V0259,BatteryDegradation,Medium,9,10,535
M01709,2026-04-11,V0357,EngineFault,High,1,29,1580
M01710,2026-04-11,V0266,BatteryDegradation,Medium,5,8,581
M01711,2026-04-11,V0112,EngineFault,Medium,8,9,430
M01712,2026-04-11,V0272,EngineFault,Medium,12,10,638
M01713,2026-04-11,V0261,EngineFault,Low,5,7,431
M01714,2026-04-11,V0205,BatteryDegradation,Medium,13,9,561
M01715,2026-04-11,V0172,BodyDamage,Medium,4,12,649
M01716,2026-04-11,V0012,BrakeIssue,Medium,2,11,434
M01717,2026-04-11,V0316,BatteryDegradation,Medium,11,8,538
M01718,2026-04-11,V0247,BodyDamage,Medium,5,12,485
M01719,2026-04-11,V0347,TyreWear,Low,9,6,278
M01720,2026-04-11,V0011,BrakeIssue,High,2,27,1557
M01721,2026-04-11,V0087,BrakeIssue,High,2,25,1209
M01722,2026-04-12,V0094,TyreWear,Critical,2,75,3752
M01723,2026-04-12,V0382,BatteryDegradation,Medium,8,9,592
M01724,2026-04-12,V0365,EngineFault,Medium,4,13,496
M01725,2026-04-12,V0318,TyreWear,Low,8,3,127
M01726,2026-04-12,V0057,SensorMalfunction,High,1,25,1225
M01727,2026-04-12,V0121,BrakeIssue,High,4,27,1284
M01728,2026-04-12,V0096,SensorMalfunction,Critical,1,74,3500
