session_id,date,hub_id,vehicle_id,duration_minutes,kwh_delivered,platform_logged,asset_monitor_flag,cost_gbp
CH016772,2026-04-16,H023C,V0358,127,48.9,1,1,16.63
CH016773,2026-04-16,H023C,V0087,103,37.89,1,1,12.88
CH016774,2026-04-16,H028C,V0297,63,54.35,1,1,18.48
CH016775,2026-04-16,H035C,V0082,239,50.07,1,1,17.02
CH016776,2026-04-16,H034C,V0117,74,49.94,1,1,16.98
CH016777,2026-04-16,H013C,V0393,192,17.47,1,1,5.94
CH016778,2026-04-16,H026C,V0070,69,43.96,1,1,14.95
CH016779,2026-04-16,H008C,V0111,63,14.85,1,1,5.05
CH016780,2026-04-16,H021C,V0076,49,19.96,1,1,6.79
CH016781,2026-04-16,H031C,V0072,180,19.87,1,1,6.76
CH016782,2026-04-16,H012C,V0083,144,50.74,1,1,17.25
CH016783,2026-04-16,H012C,V0393,52,1.52,1,0,0.52
CH016784,2026-04-16,H026C,V0355,158,4.27,1,1,1.45
CH016785,2026-04-16,H014C,V0087,98,55.11,1,1,18.74
CH016786,2026-04-16,H026C,V0295,100,10.65,1,1,3.62
CH016787,2026-04-16,H008C,V0087,140,38.97,1,1,13.25
CH016788,2026-04-16,H026C,V0390,200,48.39,1,1,16.45
CH016789,2026-04-16,H018C,V0081,54,0.6,1,0,0.2
CH016790,2026-04-16,H035C,V0073,131,29.55,1,1,10.05
CH016791,2026-04-16,H013C,V0131,149,18.0,1,1,6.12
CH016792,2026-04-16,H031C,V0014,39,7.32,1,1,2.49
CH016793,2026-04-16,H020C,V0067,211,44.04,1,1,14.97
CH016794,2026-04-16,H024C,V0279,223,1.29,1,0,0.44
CH016795,2026-04-16,H003C,V0320,195,58.5,1,1,19.89
CH016796,2026-04-16,H030C,V0357,53,44.33,1,1,15.07
CH016797,2026-04-16,H034C,V0115,60,19.33,1,1,6.57
CH016798,2026-04-16,H006C,V0364,139,25.14,1,1,8.55
CH016799,2026-04-16,H035C,V0280,96,5.19,1,1,1.76
CH016800,2026-04-16,H010C,V0111,225,30.78,1,1,10.47
CH016801,2026-04-17,H017C,V0036,78,28.11,1,1,9.56
CH016802,2026-04-17,H012C,V0121,121,36.24,1,1,12.32
CH016803,2026-04-17,H018C,V0385,23,40.08,1,1,13.63
CH016804,2026-04-17,H012C,V0083,171,1.54,1,0,0.52
CH016805,2026-04-17,H030C,V0070,154,20.92,1,1,7.11
CH016806,2026-04-17,H016C,V0337,147,10.51,1,1,3.57
CH016807,2026-04-17,H019C,V0155,45,13.18,1,1,4.48
CH016808,2026-04-17,H023C,V0276,29,13.2,1,1,4.49
CH016809,2026-04-17,H003C,V0216,237,9.38,1,1,3.19
CH016810,2026-04-17,H033C,V0341,175,55.73,1,1,18.95
CH016811,2026-04-17,H032C,V0236,150,47.31,1,1,16.09
CH016812,2026-04-17,H014C,V0239,83,38.17,1,1,12.98
CH016813,2026-04-17,H034C,V0095,228,48.58,1,1,16.52
CH016814,2026-04-17,H034C,V0263,186,58.16,1,1,19.77
CH016815,2026-04-17,H019C,V0015,75,35.98,1,1,12.23
CH016816,2026-04-17,H016C,V0172,152,30.93,1,1,10.52
CH016817,2026-04-17,H012C,V0283,191,0.49,1,0,0.17
CH016818,2026-04-17,H031C,V0283,32,41.5,1,1,14.11
CH016819,2026-04-17,H013C,V0087,114,12.85,1,1,4.37
CH016820,2026-04-17,H032C,V0396,156,48.39,1,1,16.45
CH016821,2026-04-17,H023C,V0111,74,56.41,1,1,19.18
CH016822,2026-04-17,H010C,V0138,54,32.58,1,1,11.08
CH016823,2026-04-17,H013C,V0356,228,40.23,1,1,13.68
CH016824,2026-04-17,H018C,V0230,49,32.01,1,1,10.88
CH016825,2026-04-17,H035C,V0367,115,22.14,1,1,7.53
CH016826,2026-04-17,H014C,V0090,33,27.37,1,1,9.31
CH016827,2026-04-17,H034C,V0216,122,50.05,1,1,17.02
CH016828,2026-04-17,H023C,V0209,208,29.91,1,1,10.17
CH016829,2026-04-17,H032C,V0392,35,6.56,1,1,2.23
CH016830,2026-04-17,H030C,V0143,30,12.66,1,1,4.3
CH016831,2026-04-17,H031C,V0038,205,0.83,1,0,0.28
CH016832,2026-04-17,H035C,V0379,141,21.45,1,1,7.29
CH016833,2026-04-17,H031C,V0008,125,43.13,1,1,14.66
CH016834,2026-04-17,H018C,V0102,92,46.85,1,1,15.93
CH016835,2026-04-17,H006C,V0242,196,53.42,1,1,18.16
CH016836,2026-04-17,H032C,V0309,233,38.7,1,1,13.16
CH016837,2026-04-17,H016C,V0133,239,1.7,1,0,0.58
CH016838,2026-04-17,H028C,V0197,233,14.0,1,1,4.76
CH016839,2026-04-17,H019C,V0237,199,13.62,1,1,4.63
CH016840,2026-04-17,H019C,V0029,100,26.97,1,1,9.17
CH016841,2026-04-17,H026C,V0288,66,42.64,1,1,14.5
CH016842,2026-04-17,H012C,V0134,186,8.74,1,1,2.97
CH016843,2026-04-17,H024C,V0059,88,44.12,1,1,15.0
CH016844,2026-04-17,H014C,V0082,76,14.8,1,1,5.03
CH016845,2026-04-17,H035C,V0285,188,51.12,1,1,17.38
CH016846,2026-04-17,H033C,V0084,160,42.56,1,1,14.47
CH016847,2026-04-17,H003C,V0002,36,42.3,1,1,14.38
CH016848,2026-04-17,H024C,V0002,134,36.03,1,1,12.25
CH016849,2026-04-17,H028C,V0173,180,16.4,1,1,5.58
CH016850,2026-04-17,H008C,V0232,182,30.22,1,1,10.27
CH016851,2026-04-17,H021C,V0251,172,0.59,1,0,0.2
CH016852,2026-04-17,H017C,V0203,141,16.47,1,1,5.6
CH016853,2026-04-17,H017C,V0156,186,17.61,1,1,5.99
CH016854,2026-04-17,H033C,V0187,55,54.48,1,1,18.52
CH016855,2026-04-17,H017C,V0192,41,34.13,1,1,11.6
CH016856,2026-04-17,H035C,V0259,86,18.85,1,1,6.41
CH016857,2026-04-17,H019C,V0077,80,26.18,1,1,8.9
CH016858,2026-04-17,H035C,V0256,221,56.81,1,1,19.32
CH016859,2026-04-17,H010C,V0108,223,56.21,1,1,19.11
CH016860,2026-04-17,H028C,V0103,86,1.64,1,0,0.56
CH016861,2026-04-17,H035C,V0143,62,30.18,1,1,10.26
CH016862,2026-04-17,H032C,V0150,161,4.23,1,1,1.44
CH016863,2026-04-17,H019C,V0018,75,1.08,1,0,0.37
CH016864,2026-04-17,H028C,V0262,57,15.02,1,1,5.11
CH016865,2026-04-17,H020C,V0237,230,1.71,1,0,0.58
CH016866,2026-04-17,H011C,V0274,112,7.74,1,1,2.63
CH016867,2026-04-17,H011C,V0188,88,9.11,1,1,3.1
CH016868,2026-04-17,H033C,V0001,218,9.6,1,1,3.26
CH016869,2026-04-17,H035C,V0079,54,49.96,1,1,16.99
CH016870,2026-04-17,H018C,V0340,196,7.49,1,1,2.55
CH016871,2026-04-17,H011C,V0277,44,23.61,1,1,8.03
CH016872,2026-04-17,H033C,V0146,95,37.82,1,1,12.86
CH016873,2026-04-17,H032C,V0275,217,40.82,1,1,13.88
CH016874,2026-04-17,H034C,V0107,122,1.6,1,0,0.54
CH016875,2026-04-17,H032C,V0048,207,38.23,1,1,13.0
CH016876,2026-04-17,H010C,V0309,152,54.25,1,1,18.45
CH016877,2026-04-17,H033C,V0029,86,1.2,1,0,0.41
CH016878,2026-04-17,H019C,V0138,62,57.76,1,1,19.64
CH016879,2026-04-17,H035C,V0166,88,32.91,1,1,11.19
CH016880,2026-04-17,H012C,V0269,87,1.9,1,0,0.65
CH016881,2026-04-17,H017C,V0035,197,0.93,1,0,0.32
CH016882,2026-04-17,H011C,V0174,141,59.34,1,1,20.18
CH016883,2026-04-17,H033C,V0165,23,0.78,1,0,0.27
CH016884,2026-04-17,H023C,V0173,18,26.19,1,1,8.9
CH016885,2026-04-17,H032C,V0204,118,41.91,1,1,14.25
CH016886,2026-04-17,H003C,V0328,110,4.26,1,1,1.45
CH016887,2026-04-17,H032C,V0389,74,48.6,1,1,16.52
CH016888,2026-04-17,H030C,V0342,73,45.05,1,1,15.32
CH016889,2026-04-17,H016C,V0394,73,11.16,1,1,3.79
CH016890,2026-04-17,H006C,V0306,237,36.93,1,1,12.56
CH016891,2026-04-17,H018C,V0236,230,33.08,1,1,11.25
CH016892,2026-04-17,H020C,V0118,98,50.03,1,1,17.01
CH016893,2026-04-17,H024C,V0017,170,22.19,1,1,7.54
CH016894,2026-04-17,H014C,V0088,138,34.27,1,1,11.65
CH016895,2026-04-17,H021C,V0341,51,7.05,1,1,2.4
CH016896,2026-04-17,H016C,V0077,67,32.7,1,1,11.12
CH016897,2026-04-17,H017C,V0351,166,6.21,1,1,2.11
CH016898,2026-04-17,H018C,V0314,134,55.18,1,1,18.76
CH016899,2026-04-17,H013C,V0293,77,20.28,1,1,6.9
CH016900,2026-04-17,H011C,V0012,26,54.37,1,1,18.49
CH016901,2026-04-17,H021C,V0123,88,7.2,1,1,2.45
CH016902,2026-04-17,H016C,V0354,56,4.12,1,1,1.4
CH016903,2026-04-17,H035C,V0299,104,1.17,1,0,0.4
CH016904,2026-04-17,H014C,V0065,84,22.97,1,1,7.81
CH016905,2026-04-17,H021C,V0261,23,39.65,1,1,13.48
CH016906,2026-04-17,H008C,V0116,158,38.23,1,1,13.0
CH016907,2026-04-17,H014C,V0117,48,11.13,1,1,3.78
CH016908,2026-04-17,H006C,V0285,49,42.48,1,1,14.44
CH016909,2026-04-17,H033C,V0379,97,25.41,1,1,8.64
CH016910,2026-04-17,H013C,V0196,190,0.38,1,0,0.13
CH016911,2026-04-17,H008C,V0134,189,48.0,1,1,16.32
CH016912,2026-04-17,H011C,V0368,212,13.03,1,1,4.43
CH016913,2026-04-17,H034C,V0108,222,56.4,1,1,19.18
CH016914,2026-04-17,H013C,V0331,72,38.75,1,1,13.18
CH016915,2026-04-17,H010C,V0019,194,41.65,1,1,14.16
CH016916,2026-04-17,H031C,V0030,203,12.38,1,1,4.21
CH016917,2026-04-17,H018C,V0277,191,7.21,1,1,2.45
CH016918,2026-04-17,H021C,V0222,81,9.23,1,1,3.14
CH016919,2026-04-17,H014C,V0267,111,13.09,1,1,4.45
CH016920,2026-04-17,H003C,V0256,48,50.63,1,1,17.21
CH016921,2026-04-17,H035C,V0143,239,13.4,1,1,4.56
CH016922,2026-04-17,H014C,V0298,29,0.41,1,0,0.14
CH016923,2026-04-17,H008C,V0310,144,41.01,1,1,13.94
CH016924,2026-04-17,H012C,V0073,64,55.92,1,1,19.01
CH016925,2026-04-17,H019C,V0073,192,9.7,1,1,3.3
CH016926,2026-04-17,H035C,V0357,137,28.94,1,1,9.84
CH016927,2026-04-17,H020C,V0110,132,1.74,1,0,0.59
CH016928,2026-04-17,H030C,V0181,46,29.53,1,1,10.04
CH016929,2026-04-17,H017C,V0180,175,33.37,1,1,11.35
CH016930,2026-04-17,H028C,V0189,32,5.27,1,1,1.79
CH016931,2026-04-17,H006C,V0179,158,17.35,1,1,5.9
CH016932,2026-04-17,H023C,V0267,102,7.42,1,1,2.52
CH016933,2026-04-17,H032C,V0275,126,23.54,1,1,8.0
CH016934,2026-04-17,H020C,V0115,56,56.87,1,1,19.34
CH016935,2026-04-17,H017C,V0073,231,17.69,1,1,6.01
CH016936,2026-04-17,H026C,V0166,231,1.27,1,0,0.43
CH016937,2026-04-17,H032C,V0389,25,1.59,1,0,0.54
CH016938,2026-04-17,H014C,V0017,99,27.08,1,1,9.21
CH016939,2026-04-17,H023C,V0270,113,28.35,1,1,9.64
CH016940,2026-04-17,H035C,V0014,222,21.74,1,1,7.39
CH016941,2026-04-17,H023C,V0219,184,1.97,1,0,0.67
CH016942,2026-04-17,H008C,V0302,73,12.29,1,1,4.18
CH016943,2026-04-17,H006C,V0299,180,4.55,1,1,1.55
CH016944,2026-04-17,H008C,V0299,200,49.03,1,1,16.67
CH016945,2026-04-17,H006C,V0049,160,26.03,1,1,8.85
CH016946,2026-04-17,H011C,V0116,83,1.58,1,0,0.54
CH016947,2026-04-17,H017C,V0219,133,26.83,1,1,9.12
CH016948,2026-04-17,H003C,V0148,33,40.61,1,1,13.81
CH016949,2026-04-17,H020C,V0252,238,24.45,1,1,8.31
CH016950,2026-04-17,H032C,V0117,125,50.59,1,1,17.2
CH016951,2026-04-17,H011C,V0048,230,53.09,1,1,18.05
CH016952,2026-04-17,H010C,V0306,147,26.2,1,1,8.91
CH016953,2026-04-17,H026C,V0197,221,21.56,1,1,7.33
CH016954,2026-04-17,H017C,V0293,137,1.16,1,0,0.39
CH016955,2026-04-17,H030C,V0269,181,12.88,1,1,4.38
CH016956,2026-04-17,H003C,V0012,176,25.64,1,1,8.72
CH016957,2026-04-17,H016C,V0105,55,26.52,1,1,9.02
CH016958,2026-04-17,H030C,V0031,105,16.91,1,1,5.75
CH016959,2026-04-17,H006C,V0270,167,4.47,1,1,1.52
CH016960,2026-04-17,H035C,V0029,164,40.64,1,1,13.82
CH016961,2026-04-17,H023C,V0077,151,8.09,1,1,2.75
CH016962,2026-04-17,H034C,V0085,44,13.18,1,1,4.48
CH016963,2026-04-17,H034C,V0035,97,37.63,1,1,12.79
CH016964,2026-04-17,H035C,V0351,201,17.13,1,1,5.82
CH016965,2026-04-17,H017C,V0383,52,36.88,1,1,12.54
CH016966,2026-04-17,H030C,V0079,31,0.25,1,0,0.09
CH016967,2026-04-17,H003C,V0112,148,52.66,1,1,17.9
CH016968,2026-04-17,H030C,V0250,124,1.14,1,0,0.39
CH016969,2026-04-17,H013C,V0007,73,37.4,1,1,12.72
CH016970,2026-04-17,H034C,V0400,113,0.7,1,0,0.24
CH016971,2026-04-17,H021C,V0115,48,47.5,1,1,16.15
CH016972,2026-04-17,H006C,V0368,150,42.77,1,1,14.54
CH016973,2026-04-17,H016C,V0039,127,11.25,1,1,3.83
CH016974,2026-04-17,H011C,V0035,229,0.37,1,0,0.13
CH016975,2026-04-17,H006C,V0188,224,29.78,1,1,10.13
CH016976,2026-04-17,H006C,V0275,17,56.55,1,1,19.23
CH016977,2026-04-17,H016C,V0280,119,21.2,1,1,7.21
CH016978,2026-04-17,H013C,V0036,119,26.32,1,1,8.95
CH016979,2026-04-17,H003C,V0332,93,39.58,1,1,13.46
CH016980,2026-04-17,H019C,V0146,167,54.12,1,1,18.4
CH016981,2026-04-17,H003C,V0092,157,0.93,1,0,0.32
CH016982,2026-04-17,H008C,V0143,36,24.59,1,1,8.36
CH016983,2026-04-17,H035C,V0216,138,6.69,1,1,2.27
CH016984,2026-04-17,H026C,V0187,21,57.75,1,1,19.64
CH016985,2026-04-17,H028C,V0123,137,0.9,1,0,0.31
CH016986,2026-04-17,H006C,V0155,135,1.81,1,0,0.62
CH016987,2026-04-17,H021C,V0006,59,45.46,1,1,15.46
CH016988,2026-04-17,H021C,V0181,98,1.51,1,0,0.51
CH016989,2026-04-17,H019C,V0264,209,1.9,1,0,0.65
CH016990,2026-04-17,H010C,V0108,21,54.3,1,1,18.46
CH016991,2026-04-17,H010C,V0107,234,31.66,1,1,10.76
CH016992,2026-04-17,H026C,V0095,163,34.55,1,1,11.75
CH016993,2026-04-17,H019C,V0389,69,21.43,1,1,7.29
CH016994,2026-04-17,H008C,V0127,44,0.98,1,0,0.33
CH016995,2026-04-17,H020C,V0008,125,0.68,1,0,0.23
CH016996,2026-04-17,H030C,V0135,79,49.11,1,1,16.7
CH016997,2026-04-17,H010C,V0108,155,59.65,1,1,20.28
CH016998,2026-04-17,H035C,V0059,231,47.66,1,1,16.2
CH016999,2026-04-17,H023C,V0194,72,40.63,1,1,13.81
CH017000,2026-04-17,H006C,V0280,112,28.41,1,1,9.66
CH017001,2026-04-17,H011C,V0030,52,34.6,1,1,11.76
CH017002,2026-04-17,H018C,V0323,230,54.1,1,1,18.39
CH017003,2026-04-17,H014C,V0226,212,0.67,1,0,0.23
CH017004,2026-04-17,H020C,V0055,37,50.13,1,1,17.04
CH017005,2026-04-17,H010C,V0127,224,21.61,1,1,7.35
CH017006,2026-04-17,H010C,V0056,103,17.4,1,1,5.92
CH017007,2026-04-17,H008C,V0381,109,26.08,1,1,8.87
CH017008,2026-04-17,H034C,V0179,214,41.01,1,1,13.94
CH017009,2026-04-17,H012C,V0358,152,23.13,1,1,7.86
CH017010,2026-04-17,H035C,V0193,151,29.86,1,1,10.15
CH017011,2026-04-17,H010C,V0105,51,48.74,1,1,16.57
CH017012,2026-04-17,H013C,V0311,63,8.45,1,1,2.87
CH017013,2026-04-17,H019C,V0254,107,8.79,1,1,2.99
CH017014,2026-04-17,H013C,V0107,204,21.54,1,1,7.32
CH017015,2026-04-17,H010C,V0017,83,56.78,1,1,19.31
CH017016,2026-04-17,H020C,V0048,226,17.76,1,1,6.04
CH017017,2026-04-17,H032C,V0356,89,28.48,1,1,9.68
CH017018,2026-04-17,H021C,V0125,202,14.88,1,1,5.06
CH017019,2026-04-17,H003C,V0259,134,36.82,1,1,12.52
CH017020,2026-04-17,H016C,V0396,201,9.37,1,1,3.19
CH017021,2026-04-17,H034C,V0362,128,32.51,1,1,11.05
CH017022,2026-04-17,H024C,V0083,66,0.56,1,0,0.19
CH017023,2026-04-17,H018C,V0135,167,0.95,1,0,0.32
CH017024,2026-04-17,H013C,V0057,39,17.15,1,1,5.83
CH017025,2026-04-17,H034C,V0017,110,0.44,1,0,0.15
CH017026,2026-04-17,H024C,V0088,21,42.93,1,1,14.6
CH017027,2026-04-17,H024C,V0370,45,10.09,1,1,3.43
CH017028,2026-04-17,H008C,V0083,150,13.85,1,1,4.71
CH017029,2026-04-17,H011C,V0002,38,39.31,1,1,13.37
CH017030,2026-04-17,H023C,V0067,200,14.35,1,1,4.88
CH017031,2026-04-17,H018C,V0299,112,0.21,1,0,0.07
CH017032,2026-04-17,H006C,V0227,221,14.78,1,1,5.03
CH017033,2026-04-17,H032C,V0120,78,42.69,1,1,14.51
CH017034,2026-04-17,H018C,V0338,214,23.35,1,1,7.94
CH017035,2026-04-17,H035C,V0310,99,58.44,1,1,19.87
CH017036,2026-04-17,H012C,V0117,208,7.34,1,1,2.5
CH017037,2026-04-17,H003C,V0229,88,30.9,1,1,10.51
CH017038,2026-04-17,H026C,V0179,142,8.1,1,1,2.75
CH017039,2026-04-17,H035C,V0329,186,35.56,1,1,12.09
CH017040,2026-04-17,H006C,V0306,88,10.87,1,1,3.7
CH017041,2026-04-17,H031C,V0175,65,34.31,1,1,11.67
CH017042,2026-04-17,H033C,V0246,165,55.97,1,1,19.03
CH017043,2026-04-17,H011C,V0123,111,18.29,1,1,6.22
CH017044,2026-04-17,H014C,V0338,111,30.62,1,1,10.41
CH017045,2026-04-17,H014C,V0165,174,0.76,1,0,0.26
CH017046,2026-04-17,H006C,V0047,214,12.0,1,1,4.08
CH017047,2026-04-17,H033C,V0006,161,7.36,1,1,2.5
CH017048,2026-04-17,H030C,V0302,98,42.77,1,1,14.54
CH017049,2026-04-17,H032C,V0253,234,38.15,1,1,12.97
CH017050,2026-04-17,H030C,V0097,41,10.28,1,1,3.5
CH017051,2026-04-17,H008C,V0345,95,51.13,1,1,17.38
CH017052,2026-04-17,H030C,V0047,118,14.52,1,1,4.94
CH017053,2026-04-17,H034C,V0346,138,53.15,1,1,18.07
CH017054,2026-04-17,H016C,V0320,124,49.63,1,1,16.87
CH017055,2026-04-17,H006C,V0012,125,1.53,1,0,0.52
CH017056,2026-04-17,H031C,V0253,193,17.02,1,1,5.79
CH017057,2026-04-17,H033C,V0204,110,28.42,1,1,9.66
CH017058,2026-04-18,H010C,V0076,129,8.66,1,1,2.94
CH017059,2026-04-18,H035C,V0357,216,37.48,1,1,12.74
CH017060,2026-04-18,H031C,V0185,157,57.99,1,1,19.72
CH017061,2026-04-18,H034C,V0054,87,38.83,1,1,13.2
CH017062,2026-04-18,H030C,V0063,235,18.5,1,1,6.29
CH017063,2026-04-18,H033C,V0288,179,57.65,1,1,19.6
CH017064,2026-04-18,H032C,V0083,106,12.38,1,1,4.21
CH017065,2026-04-18,H026C,V0216,48,23.89,1,1,8.12
CH017066,2026-04-18,H023C,V0356,160,32.89,1,1,11.18
CH017067,2026-04-18,H017C,V0299,196,10.66,1,1,3.62
CH017068,2026-04-18,H008C,V0127,104,1.36,1,0,0.46
CH017069,2026-04-18,H034C,V0246,96,17.87,1,1,6.08
CH017070,2026-04-18,H016C,V0257,178,19.74,1,1,6.71
CH017071,2026-04-18,H011C,V0332,151,1.67,1,0,0.57
CH017072,2026-04-18,H019C,V0107,115,48.79,1,1,16.59
CH017073,2026-04-18,H032C,V0085,223,50.15,1,1,17.05
CH017074,2026-04-18,H017C,V0291,61,52.88,1,1,17.98
CH017075,2026-04-18,H018C,V0341,179,7.91,1,1,2.69
CH017076,2026-04-18,H006C,V0069,198,18.42,1,1,6.26
CH017077,2026-04-18,H020C,V0175,168,26.5,1,1,9.01
CH017078,2026-04-18,H016C,V0264,50,1.68,1,0,0.57
CH017079,2026-04-18,H012C,V0196,155,38.02,1,1,12.93
CH017080,2026-04-18,H014C,V0222,144,8.28,1,1,2.82
CH017081,2026-04-18,H034C,V0178,88,40.54,1,1,13.78
CH017082,2026-04-18,H032C,V0248,230,18.39,1,1,6.25
CH017083,2026-04-18,H020C,V0351,184,14.03,1,1,4.77
CH017084,2026-04-18,H021C,V0369,44,56.52,1,1,19.22
CH017085,2026-04-18,H016C,V0229,151,45.99,1,1,15.64
CH017086,2026-04-18,H008C,V0364,187,58.13,1,1,19.76
CH017087,2026-04-18,H008C,V0017,126,14.5,1,1,4.93
CH017088,2026-04-18,H018C,V0031,24,54.62,1,1,18.57
CH017089,2026-04-18,H012C,V0235,25,45.32,1,1,15.41
CH017090,2026-04-18,H032C,V0298,76,30.45,1,1,10.35
CH017091,2026-04-18,H011C,V0285,17,0.33,1,0,0.11
CH017092,2026-04-18,H023C,V0067,195,38.77,1,1,13.18
CH017093,2026-04-18,H016C,V0084,227,22.03,1,1,7.49
CH017094,2026-04-18,H003C,V0302,60,24.09,1,1,8.19
CH017095,2026-04-18,H021C,V0200,181,11.04,1,1,3.75
CH017096,2026-04-18,H024C,V0202,196,28.07,1,1,9.54
CH017097,2026-04-18,H031C,V0215,106,25.38,1,1,8.63
CH017098,2026-04-18,H014C,V0273,139,54.67,1,1,18.59
CH017099,2026-04-18,H020C,V0187,185,16.93,1,1,5.76
CH017100,2026-04-18,H023C,V0204,155,48.84,1,1,16.61
CH017101,2026-04-18,H008C,V0003,159,23.97,1,1,8.15
CH017102,2026-04-18,H024C,V0001,40,40.89,1,1,13.9
CH017103,2026-04-18,H026C,V0281,44,41.4,1,1,14.08
CH017104,2026-04-18,H011C,V0104,206,50.71,1,1,17.24
CH017105,2026-04-18,H006C,V0203,221,58.14,1,1,19.77
CH017106,2026-04-18,H031C,V0329,219,20.78,1,1,7.07
CH017107,2026-04-18,H014C,V0261,58,45.5,1,1,15.47
CH017108,2026-04-18,H019C,V0039,136,12.72,1,1,4.32
CH017109,2026-04-18,H034C,V0283,72,0.41,1,0,0.14
CH017110,2026-04-18,H014C,V0084,234,59.32,1,1,20.17
CH017111,2026-04-18,H035C,V0316,209,37.63,1,1,12.79
CH017112,2026-04-18,H010C,V0138,157,27.6,1,1,9.38
CH017113,2026-04-18,H023C,V0239,141,21.14,1,1,7.19
CH017114,2026-04-18,H012C,V0028,153,29.46,1,1,10.02
CH017115,2026-04-18,H028C,V0082,25,34.54,1,1,11.74
CH017116,2026-04-18,H033C,V0103,143,47.27,1,1,16.07
CH017117,2026-04-18,H021C,V0153,194,59.87,1,1,20.36
CH017118,2026-04-18,H008C,V0344,52,55.92,1,1,19.01
CH017119,2026-04-18,H034C,V0155,34,45.07,1,1,15.32
CH017120,2026-04-18,H032C,V0073,187,54.32,1,1,18.47
CH017121,2026-04-18,H003C,V0039,82,9.61,1,1,3.27
CH017122,2026-04-18,H023C,V0342,188,43.68,1,1,14.85
CH017123,2026-04-18,H011C,V0245,181,50.82,1,1,17.28
CH017124,2026-04-18,H018C,V0299,99,13.52,1,1,4.6
CH017125,2026-04-18,H010C,V0277,233,29.41,1,1,10.0
CH017126,2026-04-18,H011C,V0150,127,38.63,1,1,13.13
CH017127,2026-04-18,H032C,V0351,37,33.81,1,1,11.5
CH017128,2026-04-18,H020C,V0028,196,43.12,1,1,14.66
CH017129,2026-04-18,H033C,V0233,199,4.79,1,1,1.63
CH017130,2026-04-18,H021C,V0394,52,13.08,1,1,4.45
CH017131,2026-04-18,H030C,V0174,231,11.62,1,1,3.95
CH017132,2026-04-18,H010C,V0042,229,39.13,1,1,13.3
CH017133,2026-04-18,H003C,V0230,52,54.22,1,1,18.43
CH017134,2026-04-18,H016C,V0001,228,52.0,1,1,17.68
CH017135,2026-04-18,H033C,V0098,43,47.88,1,1,16.28
CH017136,2026-04-18,H031C,V0012,22,13.12,1,1,4.46
CH017137,2026-04-18,H035C,V0236,131,43.5,1,1,14.79
CH017138,2026-04-18,H012C,V0270,208,13.59,1,1,4.62
CH017139,2026-04-18,H032C,V0275,43,1.26,1,0,0.43
CH017140,2026-04-18,H024C,V0156,27,20.38,1,1,6.93
CH017141,2026-04-18,H024C,V0092,201,41.63,1,1,14.15
CH017142,2026-04-18,H021C,V0008,47,0.76,1,0,0.26
CH017143,2026-04-18,H026C,V0172,197,30.46,1,1,10.36
CH017144,2026-04-18,H014C,V0368,222,53.92,1,1,18.33
CH017145,2026-04-18,H013C,V0092,76,58.71,1,1,19.96
CH017146,2026-04-18,H030C,V0248,83,36.39,1,1,12.37
CH017147,2026-04-18,H032C,V0134,141,45.16,1,1,15.35
CH017148,2026-04-18,H006C,V0156,96,0.11,1,0,0.04
CH017149,2026-04-18,H020C,V0288,211,37.02,1,1,12.59
CH017150,2026-04-18,H020C,V0263,47,1.97,1,0,0.67
CH017151,2026-04-18,H024C,V0175,204,43.88,1,1,14.92
CH017152,2026-04-18,H003C,V0329,142,1.45,1,0,0.49
CH017153,2026-04-18,H034C,V0133,98,56.37,1,1,19.17
CH017154,2026-04-18,H019C,V0008,215,30.57,1,1,10.39
CH017155,2026-04-18,H026C,V0264,39,24.08,1,1,8.19
CH017156,2026-04-18,H003C,V0267,35,50.13,1,1,17.04
CH017157,2026-04-18,H006C,V0131,146,18.23,1,1,6.2
CH017158,2026-04-18,H006C,V0277,235,52.11,1,1,17.72
CH017159,2026-04-18,H031C,V0024,239,19.12,1,1,6.5
CH017160,2026-04-18,H028C,V0092,129,11.9,1,1,4.05
CH017161,2026-04-18,H006C,V0172,90,22.66,1,1,7.7
CH017162,2026-04-18,H032C,V0257,218,37.45,1,1,12.73
CH017163,2026-04-18,H012C,V0142,84,25.47,1,1,8.66
CH017164,2026-04-18,H006C,V0283,91,39.66,1,1,13.48
CH017165,2026-04-18,H034C,V0246,83,17.24,1,1,5.86
CH017166,2026-04-18,H026C,V0344,185,26.67,1,1,9.07
CH017167,2026-04-18,H006C,V0135,186,14.25,1,1,4.85
CH017168,2026-04-18,H019C,V0369,131,34.25,1,1,11.65
CH017169,2026-04-18,H021C,V0387,187,34.72,1,1,11.8
CH017170,2026-04-18,H017C,V0121,199,21.09,1,1,7.17
CH017171,2026-04-18,H008C,V0244,227,16.21,1,1,5.51
CH017172,2026-04-18,H030C,V0310,47,34.42,1,1,11.7
CH017173,2026-04-18,H017C,V0322,156,8.62,1,1,2.93
CH017174,2026-04-18,H008C,V0352,108,30.44,1,1,10.35
CH017175,2026-04-18,H011C,V0106,37,47.71,1,1,16.22
CH017176,2026-04-18,H013C,V0172,191,26.81,1,1,9.12
CH017177,2026-04-18,H008C,V0156,208,49.46,1,1,16.82
CH017178,2026-04-18,H006C,V0148,218,4.49,1,1,1.53
CH017179,2026-04-18,H003C,V0285,31,54.01,1,1,18.36
CH017180,2026-04-18,H012C,V0248,16,18.59,1,1,6.32
CH017181,2026-04-18,H032C,V0311,123,9.57,1,1,3.25
